municipio;ano;total_vitimas_ano
TRAVESSEIRO;2020;20
TRAVESSEIRO;2021;1
TRAVESSEIRO;2022;0
TRAVESSEIRO;2023;0
TRES ARROIOS;2020;0
TRES ARROIOS;2021;0
TRES ARROIOS;2022;0
TRES ARROIOS;2023;0
TRES CACHOEIRAS;2020;0
TRES CACHOEIRAS;2021;2
TRES CACHOEIRAS;2022;2
TRES CACHOEIRAS;2023;0
TRES COROAS;2020;1
TRES COROAS;2021;5
TRES COROAS;2022;3
TRES COROAS;2023;4
TRES DE MAIO;2020;3
TRES DE MAIO;2021;1
TRES DE MAIO;2022;1
TRES DE MAIO;2023;1
TRES FORQUILHAS;2020;5
TRES FORQUILHAS;2021;0
TRES FORQUILHAS;2022;0
TRES FORQUILHAS;2023;0
TRES PALMEIRAS;2020;0
TRES PALMEIRAS;2021;0
TRES PALMEIRAS;2022;1
TRES PALMEIRAS;2023;0
TRES PASSOS;2020;4
TRES PASSOS;2021;7
TRES PASSOS;2022;5
TRES PASSOS;2023;3
TRINDADE DO SUL;2020;2
TRINDADE DO SUL;2021;1
TRINDADE DO SUL;2022;2
TRINDADE DO SUL;2023;3
TRIUNFO;2020;1
TRIUNFO;2021;6
TRIUNFO;2022;5
TRIUNFO;2023;6
TUCUNDUVA;2020;7
TUCUNDUVA;2021;1
TUCUNDUVA;2022;0
TUCUNDUVA;2023;0
TUNAS;2020;3
TUNAS;2021;1
TUNAS;2022;0
TUNAS;2023;0
TUPANCI DO SUL;2020;0
TUPANCI DO SUL;2021;0
TUPANCI DO SUL;2022;0
TUPANCI DO SUL;2023;1
TUPANCIRETA;2020;4
TUPANCIRETA;2021;2
TUPANCIRETA;2022;2
TUPANCIRETA;2023;2
TUPANDI;2020;8
TUPANDI;2021;0
TUPANDI;2022;0
TUPANDI;2023;0
TUPARENDI;2020;2
TUPARENDI;2021;0
TUPARENDI;2022;2
TUPARENDI;2023;0
TURUCU;2020;1
TURUCU;2021;0
TURUCU;2022;0
TURUCU;2023;0
UBIRETAMA;2020;1
UBIRETAMA;2021;0
UBIRETAMA;2022;2
UBIRETAMA;2023;0
UNIAO DA SERRA;2020;0
UNIAO DA SERRA;2021;0
UNIAO DA SERRA;2022;0
UNIAO DA SERRA;2023;0
UNISTALDA;2020;0
UNISTALDA;2021;0
UNISTALDA;2022;0
UNISTALDA;2023;1
URUGUAIANA;2020;15
URUGUAIANA;2021;54
URUGUAIANA;2022;66
URUGUAIANA;2023;34
VACARIA;2020;38
VACARIA;2021;17
VACARIA;2022;22
VACARIA;2023;30
VALE DO SOL;2020;0
VALE DO SOL;2021;0
VALE DO SOL;2022;0
VALE DO SOL;2023;1
VALE REAL;2020;15
VALE REAL;2021;0
VALE REAL;2022;0
VALE REAL;2023;2
VALE VERDE;2020;0
VALE VERDE;2021;0
VALE VERDE;2022;0
VALE VERDE;2023;0
VANINI;2020;1
VANINI;2021;0
VANINI;2022;2
VANINI;2023;0
VENANCIO AIRES;2020;1
VENANCIO AIRES;2021;9
VENANCIO AIRES;2022;9
VENANCIO AIRES;2023;15
VERA CRUZ;2020;0
VERA CRUZ;2021;6
VERA CRUZ;2022;4
VERA CRUZ;2023;0
VERANOPOLIS;2020;13
VERANOPOLIS;2021;12
VERANOPOLIS;2022;6
VERANOPOLIS;2023;5
VESPASIANO CORREA;2020;3
VESPASIANO CORREA;2021;0
VESPASIANO CORREA;2022;0
VESPASIANO CORREA;2023;0
VIADUTOS;2020;1
VIADUTOS;2021;0
VIADUTOS;2022;0
VIADUTOS;2023;0
VIAMAO;2020;34
VIAMAO;2021;72
VIAMAO;2022;37
VIAMAO;2023;54
VICENTE DUTRA;2020;2
VICENTE DUTRA;2021;1
VICENTE DUTRA;2022;1
VICENTE DUTRA;2023;0
VICTOR GRAEFF;2020;76
VICTOR GRAEFF;2021;0
VICTOR GRAEFF;2022;0
VICTOR GRAEFF;2023;0
VILA FLORES;2020;1
VILA FLORES;2021;0
VILA FLORES;2022;0
VILA FLORES;2023;0
VILA LANGARO;2020;3
VILA LANGARO;2021;0
VILA LANGARO;2022;0
VILA LANGARO;2023;0
VILA MARIA;2020;5
VILA MARIA;2021;0
VILA MARIA;2022;0
VILA MARIA;2023;0
VILA NOVA DO SUL;2020;0
VILA NOVA DO SUL;2021;0
VILA NOVA DO SUL;2022;0
VILA NOVA DO SUL;2023;0
VISTA ALEGRE;2020;0
VISTA ALEGRE;2021;0
VISTA ALEGRE;2022;1
VISTA ALEGRE;2023;1
VISTA ALEGRE DO PRATA;2020;1
VISTA ALEGRE DO PRATA;2021;0
VISTA ALEGRE DO PRATA;2022;0
VISTA ALEGRE DO PRATA;2023;0
VISTA GAUCHA;2020;1
VISTA GAUCHA;2021;0
VISTA GAUCHA;2022;0
VISTA GAUCHA;2023;1
VITORIA DAS MISSOES;2020;0
VITORIA DAS MISSOES;2021;1
VITORIA DAS MISSOES;2022;0
VITORIA DAS MISSOES;2023;1
WESTFALIA;2020;0
WESTFALIA;2021;0
WESTFALIA;2022;0
WESTFALIA;2023;0
XANGRI-LA;2020;0
XANGRI-LA;2021;3
XANGRI-LA;2022;11
XANGRI-LA;2023;6
